txn_id,sender_name,sender_account,sender_bank,receiver_name,receiver_account,receiver_bank,amount_inr,timestamp,txn_type,reference_no,remarks
67879B46,Meena Kumar,AXIS-XXXX-2985,BOI,Anil Mishra,BOI-XXXX-6880,ICICI,183739,2025-02-08T14:03:00,CASH,REFFFAC588E,Personal transfer
1AB70FA5,Lata Iyer,ICICI-XXXX-5660,ICICI,Lata Joshi,SBI-XXXX-1461,BOI,16827,2025-01-17T13:22:00,CASH,REFDE26B1C1,
6989367B,Rekha Iyer,BOI-XXXX-7751,BOI,Suresh Sharma,PNB-XXXX-3950,HDFC,50893,2025-01-11T17:55:00,NEFT,REF2CB54625,
D9A4C9F1,Anil Joshi,AXIS-XXXX-5302,HDFC,Priya Iyer,BOI-XXXX-8122,SBI,80705,2025-02-27T14:43:00,RTGS,REFE9EE3CF6,
01E6C159,Anita Iyer,BOI-XXXX-8798,SBI,Anil Iyer,PNB-XXXX-1154,HDFC,26675,2025-03-05T14:41:00,RTGS,REF151FD2CA,
DD9C047C,Lata Kumar,HDFC-XXXX-6415,ICICI,Usha Patel,PNB-XXXX-8849,AXIS,14321,2025-01-18T15:09:00,CASH,REF7694555C,Invoice payment
D2EE0B60,Dinesh Ghosh,AXIS-XXXX-9714,BOI,Usha Singh,ICICI-XXXX-8405,BOI,101507,2025-01-09T11:57:00,NEFT,REFC6EA68E8,Personal transfer
A316EF22,Priya Iyer,PNB-XXXX-6886,AXIS,Anita Joshi,SBI-XXXX-8175,HDFC,41685,2025-01-05T11:01:00,CASH,REFB2837ACB,
18086E58,Lata Mishra,SBI-XXXX-6383,BOI,Anil Joshi,AXIS-XXXX-6188,AXIS,146824,2025-01-05T17:04:00,IMPS,REF2677036C,Salary
B55ABA8F,A. Mehta,HDFC-XXXX-1001,HDFC,Phoenix Exports,HDFC-XXXX-1002,HDFC,9824561,2025-01-12T14:12:00,NEFT,HDFC85DAA3F0,Commission payment – export services
387AB46A,Meena Sharma,BOI-XXXX-4697,HDFC,Rajesh Joshi,SBI-XXXX-2641,AXIS,91584,2025-03-02T09:43:00,IMPS,REFBF44A493,Personal transfer
A0A228C6,Dinesh Mishra,AXIS-XXXX-3947,BOI,Mahesh Das,HDFC-XXXX-5759,HDFC,5414,2025-01-16T08:29:00,CASH,REF57088279,Personal transfer
46F16150,Shobha Roy,ICICI-XXXX-3877,SBI,Lata Kumar,SBI-XXXX-3248,SBI,47947,2025-03-05T13:33:00,IMPS,REFD3DC76D9,Salary
F6AB612C,Priya Nair,BOI-XXXX-8081,AXIS,Sanjay Sharma,HDFC-XXXX-3389,HDFC,128990,2025-01-02T10:26:00,NEFT,REF49578476,Rent payment
7E040771,Rekha Pandey,SBI-XXXX-8988,ICICI,Priya Patel,PNB-XXXX-3897,ICICI,171330,2025-01-08T08:28:00,RTGS,REFF302B622,Rent payment
01AA58A3,Usha Joshi,PNB-XXXX-6172,AXIS,Dinesh Ghosh,ICICI-XXXX-5111,BOI,153854,2025-01-07T14:06:00,CASH,REFBCF6D9EA,Rent payment
F2B5D869,Lata Singh,BOI-XXXX-5254,HDFC,Rekha Menon,BOI-XXXX-5306,HDFC,75623,2025-03-02T17:21:00,RTGS,REFF2E1E046,Rent payment
F61913EC,Meena Singh,BOI-XXXX-9043,HDFC,Rajesh Iyer,SBI-XXXX-6911,SBI,117094,2025-01-12T12:52:00,CASH,REFABD6407F,
1372BEFE,Suresh Roy,PNB-XXXX-8126,BOI,Lata Das,PNB-XXXX-9745,ICICI,96008,2025-03-03T16:14:00,NEFT,REFF82AC120,Invoice payment
ECA0265E,Anil Mishra,AXIS-XXXX-3740,SBI,Usha Das,BOI-XXXX-1505,HDFC,81569,2025-01-05T12:14:00,IMPS,REF84177B0C,Salary
BCC35E31,Rajesh Pandey,SBI-XXXX-3692,HDFC,Rekha Joshi,BOI-XXXX-3858,BOI,46978,2025-02-12T16:27:00,NEFT,REFDEB1D4D3,Rent payment
D8312094,Anita Joshi,BOI-XXXX-3501,ICICI,Dinesh Ghosh,SBI-XXXX-6077,SBI,139035,2025-01-27T20:09:00,IMPS,REF0A246F25,Salary
F4CCBE9C,Vijay Das,AXIS-XXXX-3730,AXIS,Lata Mishra,ICICI-XXXX-8325,SBI,195530,2025-02-15T17:27:00,RTGS,REFF36957E5,Personal transfer
6CA4AEB7,Anita Pandey,SBI-XXXX-4475,BOI,Usha Das,SBI-XXXX-1828,ICICI,68850,2025-01-17T20:36:00,IMPS,REF093CD75E,Personal transfer
3C0E5B49,Meena Tiwari,AXIS-XXXX-5873,AXIS,Sanjay Joshi,SBI-XXXX-1981,HDFC,120239,2025-02-23T15:29:00,IMPS,REF70505004,Salary
D3E6BB42,Usha Tiwari,BOI-XXXX-4538,HDFC,Dinesh Sharma,ICICI-XXXX-3417,BOI,5743,2025-02-05T10:08:00,IMPS,REF5CDF10A9,Salary
25B0421D,Lata Kumar,ICICI-XXXX-4533,HDFC,Anita Kumar,BOI-XXXX-9647,AXIS,34146,2025-02-06T11:19:00,NEFT,REF1590F79F,Personal transfer
A32C1596,Anil Mishra,ICICI-XXXX-8434,ICICI,Dinesh Menon,ICICI-XXXX-5118,HDFC,36629,2025-01-25T13:07:00,CASH,REF72AC8780,
8FBDD437,Sanjay Menon,BOI-XXXX-5817,AXIS,Rekha Nair,SBI-XXXX-8709,SBI,171303,2025-01-10T15:56:00,IMPS,REFEDE9E50D,
F44B084E,Anita Ghosh,AXIS-XXXX-2226,BOI,Suresh Joshi,BOI-XXXX-2020,AXIS,178655,2025-01-17T11:18:00,RTGS,REF3D665CC4,Salary
F570A1F1,Priya Iyer,SBI-XXXX-2499,SBI,Rekha Menon,ICICI-XXXX-8286,ICICI,75717,2025-01-14T10:05:00,IMPS,REF3C1CDF92,Invoice payment
E7008A5E,Anita Patel,ICICI-XXXX-1660,HDFC,Sanjay Joshi,ICICI-XXXX-3430,SBI,191425,2025-02-01T13:25:00,IMPS,REFDA7B3D32,Personal transfer
0DB2B416,Lata Menon,AXIS-XXXX-2633,BOI,Usha Singh,AXIS-XXXX-1251,HDFC,112473,2025-01-20T09:30:00,RTGS,REF01BAAFF0,Salary
E91CD4B4,S. Verma,SBI-XXXX-2002,SBI,Sunrise Traders,ICICI-XXXX-3001,ICICI,227002,2025-01-16T17:15:00,NEFT,ICICIF7145522,Accounts payable
3C545703,Suresh Singh,AXIS-XXXX-6145,AXIS,Suresh Das,SBI-XXXX-9780,ICICI,59430,2025-02-27T12:29:00,RTGS,REF0DFE76B9,Personal transfer
E69DA178,Meena Roy,HDFC-XXXX-6375,BOI,Dinesh Patel,AXIS-XXXX-2904,HDFC,192935,2025-03-04T09:57:00,IMPS,REFD693A7E4,Invoice payment
2B92E8F1,Lata Joshi,PNB-XXXX-9026,BOI,Usha Iyer,BOI-XXXX-5193,SBI,101037,2025-01-29T17:45:00,NEFT,REF5C60A9AF,Personal transfer
F8DBAE51,Deepak R.,SBI-XXXX-2001,SBI,Sunrise Trading Co.,ICICI-XXXX-3001,ICICI,133568,2025-03-12T11:37:00,NEFT,ICICIC7B01E2D,Goods payment
D5CE4C1D,A. Mehta,HDFC-XXXX-1001,HDFC,Phoenix Exp. Pvt Ltd,HDFC-XXXX-1002,HDFC,9840758,2025-02-06T10:24:00,NEFT,HDFC00908267,Commission payment – export services
662F7C5F,Rajesh Patel,BOI-XXXX-1815,SBI,Suresh Tiwari,ICICI-XXXX-8259,AXIS,132313,2025-02-26T14:17:00,IMPS,REF233FEB23,
5857C8B1,Shobha Das,PNB-XXXX-6309,SBI,Rajesh Kumar,PNB-XXXX-9542,ICICI,199487,2025-02-03T17:34:00,IMPS,REFA6BF7912,Rent payment
D0E45BBB,Rekha Singh,PNB-XXXX-6493,HDFC,Usha Mishra,HDFC-XXXX-1627,ICICI,128851,2025-01-18T20:45:00,NEFT,REF3A2ECCDA,Invoice payment
A53D955F,Mahesh Pandey,HDFC-XXXX-1706,HDFC,Anil Kumar,BOI-XXXX-3639,HDFC,170030,2025-03-07T08:57:00,IMPS,REF68C9CB0E,Rent payment
76465A4A,Shobha Singh,AXIS-XXXX-6280,BOI,Lata Kumar,ICICI-XXXX-1423,SBI,65011,2025-01-03T20:43:00,RTGS,REF739B93BA,
AC256A44,Usha Singh,AXIS-XXXX-9702,BOI,Shobha Patel,BOI-XXXX-6198,AXIS,165603,2025-03-06T14:53:00,IMPS,REFF8BB646F,Invoice payment
C310089A,Dinesh Mishra,SBI-XXXX-5398,AXIS,Usha Sharma,PNB-XXXX-1647,SBI,54325,2025-03-13T11:30:00,IMPS,REFE3F58764,Salary
7051F797,Anil Joshi,BOI-XXXX-2275,BOI,Anil Menon,ICICI-XXXX-7165,HDFC,140363,2025-02-21T13:52:00,RTGS,REF7B415111,Invoice payment
783AA6D3,Mahesh Nair,SBI-XXXX-9234,HDFC,Lata Ghosh,BOI-XXXX-3526,HDFC,177682,2025-02-13T17:02:00,NEFT,REFF0E6D564,Personal transfer
9F0154A7,Sanjay Sharma,ICICI-XXXX-8801,SBI,Dinesh Das,AXIS-XXXX-8412,ICICI,22609,2025-02-08T08:51:00,CASH,REFAB9849D1,Personal transfer
8A328839,Rekha Patel,AXIS-XXXX-8982,ICICI,Suresh Mishra,HDFC-XXXX-6846,HDFC,179465,2025-01-23T14:19:00,CASH,REF0CFD3843,Salary
EDC17694,Usha Joshi,HDFC-XXXX-3369,HDFC,Usha Patel,PNB-XXXX-1840,AXIS,85756,2025-02-09T19:49:00,NEFT,REFC45D9C31,Salary
DA5A20B2,Rajesh Singh,AXIS-XXXX-2093,BOI,Sanjay Nair,PNB-XXXX-6927,BOI,130956,2025-02-25T12:40:00,CASH,REF5D71AF45,Invoice payment
442CDC42,Mahesh Patel,PNB-XXXX-8243,ICICI,Sanjay Roy,PNB-XXXX-2840,AXIS,15506,2025-01-18T18:35:00,NEFT,REF9A623EEB,Salary
D62BE674,Anil Ghosh,SBI-XXXX-6724,HDFC,Dinesh Iyer,HDFC-XXXX-6437,ICICI,99580,2025-02-07T11:48:00,IMPS,REFC6305335,
F233446B,Sanjay Iyer,HDFC-XXXX-8080,AXIS,Mahesh Patel,SBI-XXXX-4232,AXIS,160242,2025-02-24T14:00:00,CASH,REFF087E868,Rent payment
3E402B16,Phoenix Exports,HDFC-XXXX-1002,HDFC,Deepak Rao,SBI-XXXX-2001,SBI,879514,2025-01-22T16:46:00,NEFT,SBI52F47E4B,Transport charges
FEE30AA7,Phoenix Exp.,HDFC-XXXX-1002,HDFC,Deepak Rao,SBI-XXXX-2001,SBI,320116,2025-02-04T20:41:00,IMPS,SBICEA485BA,Transport charges
ABC8E120,Usha Patel,BOI-XXXX-3317,ICICI,Rekha Singh,ICICI-XXXX-7421,HDFC,160986,2025-01-11T12:35:00,NEFT,REF524C4254,Salary
AB81F15B,Phoenix Exp. Pvt Ltd,HDFC-XXXX-1002,HDFC,Deepak R.,SBI-XXXX-2001,SBI,684714,2025-03-13T11:43:00,IMPS,SBI15FD36A9,Transport charges
92C9C99F,Mahesh Kumar,BOI-XXXX-1752,AXIS,Suresh Sharma,SBI-XXXX-8620,ICICI,86447,2025-02-11T09:35:00,NEFT,REF1EE028E0,Personal transfer
5652C9BF,Dinesh Kumar,BOI-XXXX-2036,BOI,Mahesh Mishra,SBI-XXXX-2189,ICICI,136815,2025-01-14T12:50:00,CASH,REFE36F17DF,Salary
D5EE2EF9,Vijay Mishra,HDFC-XXXX-6253,SBI,Lata Das,HDFC-XXXX-1813,BOI,10801,2025-01-24T09:18:00,RTGS,REFFC3943CB,Rent payment
87B4D55F,Sanjay Patel,HDFC-XXXX-8993,AXIS,Shobha Ghosh,PNB-XXXX-4212,BOI,166479,2025-03-09T11:15:00,NEFT,REFC888BC3D,Salary
BB501504,Sanjay Iyer,ICICI-XXXX-3703,AXIS,Suresh Mishra,HDFC-XXXX-1666,HDFC,31205,2025-02-18T20:10:00,NEFT,REF3EA6AA1B,Invoice payment
A8CDC21B,Sanjay Iyer,AXIS-XXXX-8520,BOI,Anita Menon,HDFC-XXXX-4700,ICICI,184317,2025-01-11T18:54:00,CASH,REFF71C0B04,Personal transfer
9762A910,Rajesh Iyer,HDFC-XXXX-8306,ICICI,Lata Pandey,SBI-XXXX-6347,SBI,164423,2025-01-25T17:33:00,IMPS,REFC39423C1,Salary
0482FDD4,Deepak R.,SBI-XXXX-2001,SBI,Sunrise Trading Co.,ICICI-XXXX-3001,ICICI,450737,2025-03-11T10:46:00,NEFT,ICICIAB251827,Goods payment
FAD5F1D6,Sunita V.,SBI-XXXX-2002,SBI,Sunrise Trading Co.,ICICI-XXXX-3001,ICICI,86747,2025-02-05T15:15:00,NEFT,ICICI42A07ECA,Accounts payable
FA2673BC,Shobha Ghosh,PNB-XXXX-1144,SBI,Usha Tiwari,PNB-XXXX-6668,AXIS,68005,2025-02-01T08:43:00,RTGS,REFD0BE2707,Invoice payment
E5F4E8D0,Mahesh Nair,HDFC-XXXX-1509,AXIS,Vijay Pandey,AXIS-XXXX-5093,SBI,126121,2025-01-14T20:50:00,IMPS,REF998CD351,Personal transfer
E017C2A7,Priya Singh,BOI-XXXX-3476,AXIS,Lata Patel,ICICI-XXXX-3873,ICICI,188703,2025-01-31T15:11:00,IMPS,REF4671B7BC,Personal transfer
F8814FC0,Usha Nair,BOI-XXXX-1870,SBI,Rajesh Menon,PNB-XXXX-6885,SBI,78979,2025-01-04T11:27:00,CASH,REF788601C8,
9B9D5E1C,Mahesh Sharma,ICICI-XXXX-5702,HDFC,Usha Iyer,ICICI-XXXX-4868,AXIS,67516,2025-01-15T10:12:00,NEFT,REF9D8E2471,Rent payment
F7DFD39B,Rajesh Mishra,PNB-XXXX-9543,ICICI,Sanjay Pandey,AXIS-XXXX-1510,SBI,130562,2025-02-21T14:43:00,NEFT,REFB7B6A52E,Invoice payment
D75B6CA0,Mahesh Das,PNB-XXXX-9837,BOI,Mahesh Ghosh,AXIS-XXXX-8797,BOI,45975,2025-03-06T08:25:00,RTGS,REF5990975B,Invoice payment
EA8D44D0,Rekha Patel,SBI-XXXX-2285,AXIS,Sanjay Singh,BOI-XXXX-1108,BOI,16079,2025-03-03T13:39:00,RTGS,REF7F9CDD5F,Invoice payment
EE202200,Lata Ghosh,SBI-XXXX-8695,BOI,Anil Nair,SBI-XXXX-6185,AXIS,154514,2025-02-19T13:36:00,NEFT,REF0E4F3835,Invoice payment
F166716D,Lata Joshi,HDFC-XXXX-6816,HDFC,Anita Singh,PNB-XXXX-1725,BOI,174091,2025-02-21T20:21:00,NEFT,REFAD0EE4F2,Personal transfer
EA4C474A,Mahesh Pandey,PNB-XXXX-3689,AXIS,Sanjay Nair,AXIS-XXXX-3203,ICICI,192622,2025-02-19T15:48:00,NEFT,REF59729087,
76B19321,Dinesh Singh,SBI-XXXX-5025,BOI,Shobha Das,BOI-XXXX-7481,SBI,151197,2025-02-19T16:48:00,CASH,REF5CC6C4F3,Personal transfer
5328D78E,Anita Nair,SBI-XXXX-3028,BOI,Mahesh Kumar,HDFC-XXXX-4277,HDFC,180793,2025-02-14T08:05:00,IMPS,REF3E77AC21,Salary
E84D3C1A,Rajesh Iyer,PNB-XXXX-4259,BOI,Anita Menon,BOI-XXXX-9821,HDFC,79608,2025-02-15T13:43:00,IMPS,REFAA46FCEC,Invoice payment
B41BC5AB,Anita Nair,HDFC-XXXX-2978,AXIS,Lata Sharma,HDFC-XXXX-8488,HDFC,192901,2025-02-13T09:48:00,NEFT,REFAEE7AADB,Personal transfer
FE9FD9A1,Meena Sharma,SBI-XXXX-1828,ICICI,Lata Menon,AXIS-XXXX-8710,ICICI,145690,2025-01-02T09:27:00,IMPS,REF39A4D484,Salary
130E74E6,Rajesh Menon,PNB-XXXX-5783,BOI,Rekha Pandey,BOI-XXXX-7125,SBI,17000,2025-01-22T15:08:00,CASH,REF747A3610,Invoice payment
5CD10FC5,Usha Patel,AXIS-XXXX-6253,HDFC,Anita Tiwari,ICICI-XXXX-5557,SBI,137888,2025-01-29T16:41:00,NEFT,REF8B160073,Invoice payment
2B739CE9,Mahesh Kumar,PNB-XXXX-1004,HDFC,Rekha Sharma,SBI-XXXX-5520,AXIS,97570,2025-02-20T14:37:00,IMPS,REF0B4BA2D3,
EDC3BBA6,Priya Iyer,PNB-XXXX-2041,AXIS,Dinesh Singh,AXIS-XXXX-6931,BOI,160625,2025-01-14T15:32:00,IMPS,REF9A799A84,
4089B09E,Anil Joshi,AXIS-XXXX-7652,AXIS,Rekha Mishra,AXIS-XXXX-9931,HDFC,178667,2025-01-23T15:08:00,IMPS,REF5558A03E,
4F02FF94,Sanjay Das,SBI-XXXX-7189,ICICI,Priya Sharma,PNB-XXXX-3207,ICICI,15351,2025-03-04T19:28:00,IMPS,REF9FEE70F8,Salary
10338822,Sanjay Iyer,PNB-XXXX-6345,ICICI,Priya Pandey,AXIS-XXXX-5455,HDFC,24578,2025-01-26T10:49:00,IMPS,REFBB35C68A,Personal transfer
3CB48DC4,Sanjay Mishra,AXIS-XXXX-5694,AXIS,Shobha Singh,PNB-XXXX-3373,HDFC,172924,2025-02-13T14:40:00,IMPS,REFE5B1682A,
A9B4F494,Dinesh Ghosh,HDFC-XXXX-5210,AXIS,Vijay Pandey,ICICI-XXXX-6549,SBI,127770,2025-01-10T10:48:00,IMPS,REFD9F8AB3A,Invoice payment
C9BB5AF2,Meena Kumar,HDFC-XXXX-5303,ICICI,Sanjay Kumar,PNB-XXXX-8742,SBI,176393,2025-02-06T14:11:00,NEFT,REFD447B554,Rent payment
C6609192,Lata Iyer,ICICI-XXXX-2775,HDFC,Usha Joshi,AXIS-XXXX-1410,BOI,152169,2025-02-11T17:14:00,CASH,REFADBE19E1,Personal transfer
CF85A266,Mahesh Nair,BOI-XXXX-8848,SBI,Shobha Iyer,SBI-XXXX-5583,AXIS,40975,2025-02-23T11:41:00,IMPS,REFF3A9F641,Rent payment
6C267A2F,Sanjay Menon,PNB-XXXX-8204,AXIS,Anil Iyer,ICICI-XXXX-4060,AXIS,186421,2025-03-05T13:59:00,IMPS,REF810D7C92,Salary
876BA6EC,Sanjay Das,SBI-XXXX-4335,ICICI,Mahesh Das,BOI-XXXX-3146,ICICI,119849,2025-03-04T09:01:00,CASH,REF9B948D1C,
F4E95618,Anil Iyer,HDFC-XXXX-7363,HDFC,Dinesh Ghosh,ICICI-XXXX-4331,ICICI,174530,2025-01-11T15:54:00,RTGS,REFF75CCB32,Personal transfer
A0327877,Anil Sharma,PNB-XXXX-1616,BOI,Suresh Roy,HDFC-XXXX-9190,BOI,28074,2025-02-08T13:26:00,NEFT,REFA33AB00B,
D770530E,Meena Kumar,HDFC-XXXX-8319,ICICI,Vijay Iyer,ICICI-XXXX-5947,BOI,194499,2025-01-02T12:41:00,RTGS,REF8B381D5C,Rent payment
73489858,Vijay Menon,HDFC-XXXX-5973,SBI,Anil Nair,SBI-XXXX-9574,HDFC,95147,2025-02-06T15:34:00,NEFT,REFF93F3376,Invoice payment
0AB8EE3A,Meena Sharma,ICICI-XXXX-5989,AXIS,Mahesh Menon,PNB-XXXX-6640,SBI,157758,2025-01-02T17:32:00,NEFT,REF3FA5A033,Rent payment
EA3CFC56,Dinesh Ghosh,BOI-XXXX-1333,AXIS,Sanjay Ghosh,AXIS-XXXX-1713,AXIS,102858,2025-02-02T19:01:00,RTGS,REF254E975B,Personal transfer
390DABB1,Lata Kumar,PNB-XXXX-1323,SBI,Mahesh Singh,PNB-XXXX-2897,AXIS,121474,2025-02-18T09:35:00,RTGS,REF573AB7B9,Invoice payment
9BBD30EE,Mahesh Patel,HDFC-XXXX-1057,BOI,Anita Patel,ICICI-XXXX-1200,AXIS,135450,2025-03-05T16:51:00,NEFT,REF7E4A3C0F,
E63ED013,Usha Das,ICICI-XXXX-1157,AXIS,Lata Kumar,HDFC-XXXX-4196,AXIS,152215,2025-03-06T18:31:00,NEFT,REF3A712C66,Invoice payment
7346F18E,Rajesh Iyer,BOI-XXXX-6675,SBI,Rajesh Sharma,ICICI-XXXX-1023,AXIS,198483,2025-02-09T09:13:00,IMPS,REF3113BCEB,Rent payment
F01E8576,Lata Sharma,HDFC-XXXX-5991,SBI,Shobha Singh,AXIS-XXXX-6443,BOI,104585,2025-02-12T15:21:00,NEFT,REF29127E21,
FD2EB60A,Suresh Mishra,HDFC-XXXX-7434,AXIS,Rekha Pandey,HDFC-XXXX-5402,AXIS,103349,2025-02-27T09:40:00,NEFT,REFC289C121,Invoice payment
A2F16ED2,Sanjay Patel,AXIS-XXXX-5742,BOI,Meena Patel,AXIS-XXXX-1691,ICICI,158408,2025-02-08T15:35:00,CASH,REF50FEFC3B,Invoice payment
6CF64311,Anil Pandey,AXIS-XXXX-3527,ICICI,Rekha Pandey,PNB-XXXX-3056,HDFC,8041,2025-01-10T18:01:00,IMPS,REF89748987,Invoice payment
E0629F55,Anita Sharma,HDFC-XXXX-8179,BOI,Rekha Nair,PNB-XXXX-5956,BOI,176435,2025-03-09T08:42:00,IMPS,REF9C522F77,Salary
C9E69D58,Dinesh Sharma,PNB-XXXX-8837,BOI,Dinesh Menon,AXIS-XXXX-6140,HDFC,125498,2025-03-10T13:34:00,RTGS,REF4B0996DB,Salary
A9A93ED9,Vijay Sharma,BOI-XXXX-1618,AXIS,Rekha Singh,AXIS-XXXX-9536,ICICI,191543,2025-01-08T20:52:00,IMPS,REF514F3C38,Invoice payment
F031D213,Sanjay Singh,SBI-XXXX-8055,BOI,Priya Iyer,HDFC-XXXX-9937,ICICI,89203,2025-01-14T09:20:00,CASH,REF5C40B86B,Salary
41392B63,Sanjay Sharma,ICICI-XXXX-9908,AXIS,Usha Singh,ICICI-XXXX-4096,SBI,190899,2025-01-01T17:33:00,NEFT,REF27FFC241,
8F3BF339,Lata Roy,BOI-XXXX-2394,ICICI,Anil Ghosh,HDFC-XXXX-6633,HDFC,113174,2025-03-07T10:10:00,IMPS,REFD759F559,Rent payment
3D70D10D,Priya Patel,SBI-XXXX-6780,HDFC,Vijay Iyer,BOI-XXXX-7825,HDFC,179160,2025-01-11T16:23:00,NEFT,REF7154A515,
4D5FC964,Dinesh Das,PNB-XXXX-3780,SBI,Sanjay Tiwari,ICICI-XXXX-9445,BOI,92867,2025-01-12T20:15:00,CASH,REF8952C1C5,Salary
F836461F,Usha Menon,HDFC-XXXX-9425,HDFC,Anil Iyer,AXIS-XXXX-2848,ICICI,37405,2025-03-01T09:33:00,IMPS,REFD4EB100A,Invoice payment
BCDE0EFE,Mahesh Sharma,ICICI-XXXX-7709,BOI,Mahesh Sharma,SBI-XXXX-1145,AXIS,39685,2025-01-23T17:51:00,NEFT,REFF1F7FE11,Rent payment
422B08B0,Anil Patel,HDFC-XXXX-9813,AXIS,Vijay Iyer,HDFC-XXXX-4692,ICICI,190487,2025-01-19T20:29:00,NEFT,REFAB23C80F,
FC94F69A,Sanjay Kumar,BOI-XXXX-7806,AXIS,Shobha Patel,BOI-XXXX-1945,BOI,126209,2025-02-09T19:01:00,NEFT,REFC5477214,Salary
DC3BC17F,Mahesh Nair,SBI-XXXX-5835,HDFC,Suresh Pandey,BOI-XXXX-1529,ICICI,123644,2025-01-14T17:55:00,CASH,REFA07645EF,
12957BA3,Meena Iyer,BOI-XXXX-5847,ICICI,Lata Menon,SBI-XXXX-7484,ICICI,7122,2025-01-07T17:47:00,NEFT,REF33D1E2C2,Salary
02628DDE,Phoenix Exp. Pvt Ltd,HDFC-XXXX-1002,HDFC,D. Rao,SBI-XXXX-2001,SBI,866563,2025-02-17T13:13:00,IMPS,SBI305F998F,Delivery fee
6AF07F12,Sanjay Menon,BOI-XXXX-1852,HDFC,Sanjay Ghosh,AXIS-XXXX-1086,SBI,43096,2025-03-02T17:27:00,NEFT,REF200E97D7,Personal transfer
2B9F003A,Anil Joshi,ICICI-XXXX-4517,HDFC,Anil Patel,ICICI-XXXX-5585,AXIS,43962,2025-01-05T17:39:00,IMPS,REF913A7D9A,Rent payment
0EA95405,Rekha Pandey,AXIS-XXXX-2557,ICICI,Shobha Iyer,AXIS-XXXX-6120,ICICI,103120,2025-01-20T18:59:00,NEFT,REFFD44CCBF,Personal transfer
D1A7F9E9,Vijay Singh,PNB-XXXX-6603,SBI,Anil Joshi,BOI-XXXX-3924,AXIS,87279,2025-02-15T11:57:00,IMPS,REF031EBDAB,Salary
D4D4A25C,Vijay Sharma,ICICI-XXXX-5742,ICICI,Sanjay Patel,SBI-XXXX-1126,AXIS,117893,2025-01-23T10:24:00,IMPS,REF34758CED,Rent payment
3B0F1BCB,Priya Singh,HDFC-XXXX-3267,ICICI,Dinesh Mishra,HDFC-XXXX-9841,SBI,175141,2025-03-03T19:48:00,IMPS,REFEF003B8F,Rent payment
C898DF79,Sanjay Iyer,HDFC-XXXX-2852,HDFC,Mahesh Tiwari,PNB-XXXX-1960,HDFC,32187,2025-02-23T17:30:00,IMPS,REFCBE04EBE,Invoice payment
4F5C24A7,Mahesh Patel,PNB-XXXX-4314,HDFC,Lata Ghosh,ICICI-XXXX-9582,HDFC,117738,2025-01-19T18:59:00,IMPS,REFE67151E8,Rent payment
C336735A,Usha Sharma,BOI-XXXX-9612,BOI,Sanjay Ghosh,PNB-XXXX-2867,AXIS,125715,2025-01-10T09:52:00,IMPS,REF44D8286B,Personal transfer
13DD9DC9,Deepak Rao,SBI-XXXX-2001,SBI,Sunrise Trading Co.,ICICI-XXXX-3001,ICICI,453036,2025-01-08T14:46:00,NEFT,ICICI7F0F6749,Goods payment
1394D175,Vijay Patel,PNB-XXXX-3514,HDFC,Suresh Pandey,HDFC-XXXX-2915,SBI,88001,2025-01-17T15:16:00,RTGS,REFB9811F01,Rent payment
19B0234C,Dinesh Mishra,BOI-XXXX-4057,BOI,Shobha Sharma,ICICI-XXXX-6303,AXIS,77174,2025-03-12T10:04:00,IMPS,REF1AEB584D,Rent payment
793C71FA,Rajesh Sharma,HDFC-XXXX-2029,ICICI,Sanjay Das,ICICI-XXXX-4834,SBI,180265,2025-01-27T16:58:00,RTGS,REF3C3172DF,Invoice payment
2DA1D4E4,Phoenix Exports,HDFC-XXXX-1002,HDFC,Deepak Rao,SBI-XXXX-2001,SBI,282582,2025-03-04T09:48:00,NEFT,SBI0B156E37,Transport charges
6D9A502E,Rajesh Tiwari,AXIS-XXXX-1696,HDFC,Shobha Tiwari,SBI-XXXX-1537,BOI,160497,2025-01-08T15:07:00,RTGS,REFB3CCAFE1,Personal transfer
5D5C5199,Lata Joshi,HDFC-XXXX-1801,HDFC,Dinesh Pandey,HDFC-XXXX-1902,ICICI,14626,2025-01-19T08:42:00,IMPS,REFBC981AEE,
7728B1BB,Suresh Menon,HDFC-XXXX-6682,ICICI,Priya Singh,HDFC-XXXX-2453,ICICI,122081,2025-01-02T12:13:00,IMPS,REF561EC57C,Personal transfer
D4046D1A,Suresh Roy,ICICI-XXXX-7523,AXIS,Anita Singh,BOI-XXXX-7730,AXIS,155706,2025-01-10T10:20:00,CASH,REFE3E3031F,Personal transfer
F9D7B9C5,Priya Das,AXIS-XXXX-5773,SBI,Priya Sharma,AXIS-XXXX-9180,HDFC,171025,2025-02-08T11:16:00,CASH,REFE4CD19AC,Rent payment
F844E5D1,Rajesh Patel,BOI-XXXX-7642,BOI,Vijay Patel,BOI-XXXX-1305,ICICI,27478,2025-01-28T15:38:00,NEFT,REF9EBD4FB0,Invoice payment
6A9EC5A6,Rajesh Tiwari,AXIS-XXXX-2594,AXIS,Mahesh Menon,ICICI-XXXX-6855,AXIS,97083,2025-01-08T18:15:00,IMPS,REF7A782094,Rent payment
B98B920B,Dinesh Sharma,SBI-XXXX-6279,BOI,Priya Menon,HDFC-XXXX-1293,SBI,169282,2025-02-01T11:44:00,RTGS,REFD4C3DE76,Salary
