txn_id,sender_name,sender_account,sender_bank,receiver_name,receiver_account,receiver_bank,amount_inr,timestamp,txn_type,reference_no,remarks
0A483540,Anil Joshi,SBI-XXXX-6544,HDFC,Vijay Das,HDFC-XXXX-7056,ICICI,351506,2025-02-05T16:51:00,IMPS,REF321E531D,EMI
47D65DD4,Dinesh Kumar,PNB-XXXX-8293,SBI,Rekha Pandey,AXIS-XXXX-6864,AXIS,97896,2025-01-16T09:29:00,RTGS,REFA9698307,Rent
D74392F3,Rajesh Ghosh,AXIS-XXXX-6528,AXIS,Mahesh Das,ICICI-XXXX-7412,AXIS,42656,2025-03-23T19:18:00,RTGS,REF2674A361,Rent
48FD02E4,Rajesh Tiwari,AXIS-XXXX-4305,HDFC,Rekha Sharma,HDFC-XXXX-2497,SBI,226083,2025-01-18T08:21:00,IMPS,REFB2FA130F,Personal
A1DBB3E8,Mahesh Singh,ICICI-XXXX-9313,SBI,Vijay Ghosh,BOI-XXXX-9810,SBI,423338,2025-01-22T15:36:00,IMPS,REFCD46DE08,Rent
BFA96559,Rajesh Ghosh,AXIS-XXXX-6176,HDFC,Usha Nair,HDFC-XXXX-9189,AXIS,82293,2025-04-01T12:09:00,CASH,REFAC484CAA,Personal
E0BC833B,Sanjay Tiwari,HDFC-XXXX-2922,HDFC,Usha Roy,PNB-XXXX-3948,SBI,295833,2025-03-13T20:20:00,NEFT,REF7910EB7C,Personal
90373D6F,Meena Menon,BOI-XXXX-4251,HDFC,Usha Ghosh,AXIS-XXXX-4757,ICICI,425104,2025-02-04T13:21:00,NEFT,REFB69D8748,Rent
87F59C95,Anita Menon,AXIS-XXXX-2410,BOI,Shobha Singh,SBI-XXXX-2483,HDFC,387494,2025-01-26T10:20:00,IMPS,REF5121AF68,Personal
5577F1F5,Anita Kumar,BOI-XXXX-5103,SBI,Rajesh Pandey,PNB-XXXX-2194,AXIS,405216,2025-03-03T17:40:00,NEFT,REF9451CC24,Rent
8C5405FE,Rohit J.,SBI-XXXX-4004,SBI,Sigma Hold.,YES-XXXX-5002,YES,757446,2025-03-20T13:07:00,NEFT,YES8ACDA8FD,Service payment
9E551BF8,Shobha Mishra,ICICI-XXXX-4909,HDFC,Rekha Joshi,SBI-XXXX-3730,HDFC,179145,2025-03-14T10:00:00,CASH,REFB27A8677,EMI
148C277F,Anita Ghosh,AXIS-XXXX-3323,SBI,Meena Kumar,HDFC-XXXX-7998,AXIS,82267,2025-03-01T18:18:00,IMPS,REF1678B693,EMI
8BBE593D,Anita Nair,AXIS-XXXX-7047,ICICI,Sanjay Mishra,SBI-XXXX-1035,HDFC,412782,2025-02-02T13:09:00,NEFT,REF4443D72A,EMI
3F967FB2,Shobha Patel,BOI-XXXX-2806,AXIS,Lata Pandey,HDFC-XXXX-4041,HDFC,35923,2025-02-07T20:48:00,IMPS,REF4B5D8044,Invoice
0C435AE6,Sanjay Menon,ICICI-XXXX-7956,BOI,Anil Ghosh,SBI-XXXX-6683,AXIS,356208,2025-03-31T08:14:00,IMPS,REF186AA057,Rent
BA50F83E,Vijay Tiwari,PNB-XXXX-5963,AXIS,Anita Pandey,PNB-XXXX-8925,AXIS,252334,2025-04-02T18:11:00,IMPS,REF33FA4692,
28C46B9F,Shobha Joshi,AXIS-XXXX-5596,ICICI,Sanjay Mishra,AXIS-XXXX-4700,SBI,143313,2025-02-21T19:05:00,RTGS,REFD88D862D,
4683DA0D,Dinesh Roy,BOI-XXXX-7157,BOI,Dinesh Pandey,PNB-XXXX-7268,SBI,320444,2025-01-28T17:53:00,CASH,REF212AF0C4,Personal
5C4B4F07,Vijay Joshi,ICICI-XXXX-6036,AXIS,Mahesh Sharma,SBI-XXXX-7792,SBI,13142,2025-01-18T10:50:00,RTGS,REF7DEDDFC2,
90621300,Rekha Ghosh,AXIS-XXXX-8792,BOI,Rajesh Menon,ICICI-XXXX-6237,ICICI,436294,2025-03-12T10:29:00,CASH,REFD6B6BE4E,EMI
4E6EF692,Suresh Ghosh,PNB-XXXX-9956,HDFC,Shobha Das,ICICI-XXXX-5742,SBI,313681,2025-03-19T13:42:00,RTGS,REF76A65A3C,EMI
B6A9029E,Usha Das,BOI-XXXX-6768,ICICI,Lata Ghosh,HDFC-XXXX-2100,AXIS,229139,2025-04-05T14:55:00,NEFT,REF348BE1A3,
ABC15570,Suresh Singh,PNB-XXXX-5434,HDFC,Priya Sharma,AXIS-XXXX-2322,ICICI,119744,2025-01-19T15:59:00,RTGS,REF99A498A1,Rent
F19C060C,Anita Menon,PNB-XXXX-1425,AXIS,Dinesh Menon,BOI-XXXX-4153,SBI,58838,2025-01-16T17:45:00,NEFT,REF67F79F3E,
A7CF00BC,Meena Pandey,AXIS-XXXX-4614,ICICI,Vijay Sharma,BOI-XXXX-7479,HDFC,238861,2025-02-13T19:46:00,NEFT,REFF25E5C01,Invoice
C4498042,Rohit J.,SBI-XXXX-4004,SBI,Sigma Hold.,YES-XXXX-5002,YES,521530,2025-03-26T12:46:00,IMPS,YESDE6CFEC6,Service payment
1E6497D3,Shobha Mishra,PNB-XXXX-5311,HDFC,Meena Ghosh,BOI-XXXX-6273,AXIS,399956,2025-02-28T20:52:00,IMPS,REF23B56BC0,EMI
0B879F74,Rajesh Joshi,ICICI-XXXX-8039,BOI,Priya Kumar,AXIS-XXXX-8867,ICICI,152966,2025-03-18T09:48:00,NEFT,REF41B916B6,Rent
60CA515E,Priya Patel,PNB-XXXX-9345,SBI,Suresh Kumar,BOI-XXXX-7060,AXIS,203901,2025-02-25T15:11:00,IMPS,REF7E97DE56,
E8EF10ED,Dinesh Mishra,HDFC-XXXX-1223,SBI,Usha Kumar,BOI-XXXX-2679,BOI,213633,2025-03-18T08:10:00,RTGS,REF436853E1,Invoice
5591D4EE,Rekha Joshi,SBI-XXXX-6054,AXIS,Anil Sharma,BOI-XXXX-3728,BOI,113108,2025-04-05T09:39:00,IMPS,REFB479F504,Invoice
736E761B,Meena Nair,PNB-XXXX-3993,HDFC,Meena Mishra,PNB-XXXX-8472,HDFC,26093,2025-04-02T12:35:00,RTGS,REFE3F33ADA,Personal
07A18E17,Shobha Joshi,AXIS-XXXX-3651,HDFC,Rekha Mishra,AXIS-XXXX-1095,ICICI,468248,2025-02-09T09:12:00,RTGS,REFD8EDD1BF,Personal
DF4959C4,Vijay Ghosh,BOI-XXXX-9087,BOI,Anil Singh,PNB-XXXX-1817,HDFC,63239,2025-02-12T09:03:00,NEFT,REF06B65FF3,
A1AB1FC4,Rekha Tiwari,AXIS-XXXX-9993,AXIS,Mahesh Singh,PNB-XXXX-6609,BOI,142816,2025-01-23T20:23:00,NEFT,REFAFEBA392,Personal
9F546C24,Dinesh Menon,PNB-XXXX-5620,BOI,Vijay Roy,SBI-XXXX-1785,HDFC,171721,2025-03-05T10:22:00,CASH,REF225F2261,
AEA25CCB,Sanjay Iyer,SBI-XXXX-6922,AXIS,Shobha Sharma,SBI-XXXX-4465,SBI,402733,2025-03-10T12:16:00,CASH,REFE5C363AA,Rent
FBF9B6A0,Anita Ghosh,SBI-XXXX-9984,AXIS,Anita Menon,PNB-XXXX-2457,ICICI,481706,2025-02-26T20:17:00,IMPS,REFBC9A7CAE,Rent
597AE627,Meena Singh,BOI-XXXX-1164,HDFC,Anil Mishra,BOI-XXXX-1750,SBI,462837,2025-02-15T08:04:00,NEFT,REF61BC84BB,Rent
FA7E1EE3,Dinesh Iyer,AXIS-XXXX-5669,AXIS,Mahesh Nair,PNB-XXXX-2625,SBI,427544,2025-01-28T09:41:00,NEFT,REF4680095A,
FF0EDBDA,Rohit J.,SBI-XXXX-4004,SBI,Sigma Holdings,YES-XXXX-5002,YES,709845,2025-03-28T19:57:00,NEFT,YESE259C5E3,Service payment
6F8DE5E2,Lata Nair,BOI-XXXX-1585,HDFC,Suresh Ghosh,ICICI-XXXX-1425,HDFC,466462,2025-03-03T17:23:00,CASH,REFBF63A9D7,Invoice
7B34A0EE,Dinesh Joshi,PNB-XXXX-9060,SBI,Sanjay Mishra,ICICI-XXXX-4666,BOI,406781,2025-04-01T09:41:00,RTGS,REF02037979,EMI
FFB36E64,Lata Singh,ICICI-XXXX-1599,BOI,Priya Iyer,HDFC-XXXX-3871,SBI,285486,2025-01-27T10:46:00,IMPS,REF72D3753E,EMI
93C5818F,Anita Menon,ICICI-XXXX-3713,SBI,Vijay Nair,AXIS-XXXX-8191,HDFC,469177,2025-02-05T12:58:00,RTGS,REF5989F35E,
DE01A498,Vijay Pandey,HDFC-XXXX-5786,AXIS,Shobha Tiwari,PNB-XXXX-7425,BOI,192237,2025-03-25T15:18:00,NEFT,REF07466F23,Rent
E3104F65,Meena Sharma,ICICI-XXXX-9591,SBI,Shobha Kumar,ICICI-XXXX-9495,SBI,95086,2025-02-25T14:25:00,IMPS,REF80C2E37D,Personal
5D2796C2,Suresh Sharma,BOI-XXXX-6400,SBI,Meena Das,SBI-XXXX-1579,ICICI,42100,2025-03-09T17:47:00,IMPS,REFD705612F,Personal
48D61BB6,Suresh Roy,PNB-XXXX-2656,AXIS,Dinesh Mishra,SBI-XXXX-6534,ICICI,226527,2025-03-07T08:11:00,CASH,REFCEA8ABEE,Invoice
F47860C4,Priya Iyer,SBI-XXXX-6325,BOI,Meena Patel,BOI-XXXX-8731,SBI,199141,2025-01-17T19:38:00,CASH,REF118EEB54,EMI
F885BA5F,Sanjay Mishra,ICICI-XXXX-8415,AXIS,Priya Menon,BOI-XXXX-5216,AXIS,137926,2025-03-02T15:00:00,RTGS,REFB953647A,Invoice
6B8A1A82,Usha Mishra,AXIS-XXXX-7908,SBI,Mahesh Singh,ICICI-XXXX-5519,ICICI,340683,2025-03-21T13:26:00,CASH,REF064A61FC,Invoice
F0AE142D,Mahesh Roy,SBI-XXXX-7066,ICICI,Rajesh Nair,ICICI-XXXX-9226,SBI,371643,2025-03-19T18:29:00,NEFT,REF3D97D2A0,EMI
8F1DBDFF,M. Nambiar,AXIS-XXXX-4002,AXIS,Delta Fin. Ltd,YES-XXXX-5001,YES,500000,2025-02-24T12:08:00,RTGS,YESC0930CFE,Consulting fees
54C27EC5,Sanjay Kumar,ICICI-XXXX-8111,AXIS,Sanjay Mishra,PNB-XXXX-1935,SBI,295085,2025-03-05T19:59:00,CASH,REF7D87B015,Invoice
2D33BCC2,Dinesh Ghosh,HDFC-XXXX-3644,AXIS,Rekha Mishra,HDFC-XXXX-3870,AXIS,496331,2025-02-09T13:08:00,RTGS,REFF9B3CE34,Personal
8365A3FD,Usha Tiwari,AXIS-XXXX-1324,AXIS,Anil Pandey,SBI-XXXX-5918,BOI,286646,2025-02-03T16:46:00,IMPS,REF8CB9FC36,Invoice
15DEB993,Lata Kumar,ICICI-XXXX-4075,BOI,Meena Joshi,SBI-XXXX-4937,ICICI,49585,2025-03-28T17:02:00,IMPS,REF42E3CB33,EMI
95B3C96B,Sanjay Sharma,ICICI-XXXX-6935,ICICI,Dinesh Pandey,SBI-XXXX-7523,SBI,343468,2025-02-13T10:31:00,IMPS,REF2F2E9443,Personal
D804FC30,Lata Das,BOI-XXXX-4127,SBI,Sanjay Joshi,AXIS-XXXX-5536,AXIS,241605,2025-02-03T18:21:00,NEFT,REF8114C904,Rent
DB312B0D,Rekha Das,PNB-XXXX-7572,ICICI,Rajesh Sharma,BOI-XXXX-2767,AXIS,228291,2025-02-18T17:25:00,IMPS,REF2222AA6F,Personal
6447F480,Mahesh Iyer,BOI-XXXX-8374,ICICI,Mahesh Kumar,BOI-XXXX-1934,HDFC,371868,2025-03-27T08:09:00,NEFT,REFACD13181,Invoice
E7F1A3CB,Rekha Ghosh,BOI-XXXX-4267,HDFC,Lata Ghosh,AXIS-XXXX-5488,SBI,44021,2025-02-15T10:20:00,CASH,REFD19567EB,EMI
AD040984,Suresh Sharma,AXIS-XXXX-5137,BOI,Rekha Menon,AXIS-XXXX-2923,AXIS,40498,2025-03-17T14:33:00,IMPS,REF0B2DC1EF,Personal
10E2CF46,Suresh Patel,AXIS-XXXX-3625,HDFC,Anil Tiwari,HDFC-XXXX-7865,AXIS,315072,2025-02-08T11:53:00,RTGS,REF6C134838,Personal
BA41A117,Rekha Tiwari,HDFC-XXXX-3346,SBI,Usha Mishra,PNB-XXXX-4451,AXIS,277176,2025-02-19T17:56:00,IMPS,REF4397EB1C,Invoice
E34E2217,Suresh Iyer,PNB-XXXX-1323,AXIS,Dinesh Pandey,BOI-XXXX-9684,AXIS,38518,2025-03-22T17:34:00,CASH,REF57BD0273,Personal
DED31BFC,Suresh Kumar,BOI-XXXX-9907,SBI,Lata Iyer,SBI-XXXX-3138,AXIS,337641,2025-04-05T20:22:00,IMPS,REF621BED02,Rent
0A36A6F2,Priya Menon,BOI-XXXX-9379,BOI,Suresh Iyer,HDFC-XXXX-6183,AXIS,203674,2025-01-18T17:15:00,NEFT,REF83DAD11F,Invoice
B15423A2,Priya Tiwari,ICICI-XXXX-2970,BOI,Anil Joshi,ICICI-XXXX-3916,SBI,459105,2025-03-02T15:49:00,CASH,REFDAF6001C,Invoice
B917452E,Dinesh Roy,HDFC-XXXX-3918,SBI,Anil Mishra,ICICI-XXXX-7230,BOI,128058,2025-02-28T15:33:00,CASH,REF7DC0BC72,Rent
AAB130D0,Rekha Sharma,BOI-XXXX-1583,SBI,Meena Patel,BOI-XXXX-7163,HDFC,358028,2025-02-09T12:30:00,IMPS,REF2B0B5956,EMI
1C622027,Dinesh Ghosh,SBI-XXXX-6527,SBI,Anita Das,SBI-XXXX-7800,ICICI,149008,2025-02-24T20:22:00,NEFT,REF91C7E8A5,Personal
3B883167,Anita Patel,SBI-XXXX-3910,SBI,Usha Mishra,BOI-XXXX-9005,SBI,102880,2025-02-09T09:58:00,NEFT,REF4071F32D,Invoice
5FA594FB,Lata Pandey,HDFC-XXXX-9570,ICICI,Meena Pandey,PNB-XXXX-1378,BOI,327152,2025-02-16T18:35:00,NEFT,REF3C7F5BBF,Personal
CB05CCDA,Suresh Roy,BOI-XXXX-1326,SBI,Sanjay Iyer,SBI-XXXX-6460,ICICI,407046,2025-03-26T09:41:00,NEFT,REF2789344E,
BBEE926D,Shobha Singh,SBI-XXXX-1284,BOI,Mahesh Nair,HDFC-XXXX-9606,BOI,92715,2025-02-02T20:06:00,NEFT,REF5BCEC3CE,Invoice
3E79A41A,Sanjay Joshi,BOI-XXXX-5247,HDFC,Priya Menon,BOI-XXXX-6703,BOI,328734,2025-03-07T09:02:00,NEFT,REF258E736D,Rent
0AD0AF55,Anita Tiwari,ICICI-XXXX-7874,AXIS,Rekha Sharma,PNB-XXXX-7960,SBI,97376,2025-03-15T13:42:00,NEFT,REF81AC315E,Invoice
468818FB,Priya Iyer,PNB-XXXX-9754,ICICI,Meena Mishra,PNB-XXXX-9652,BOI,27206,2025-04-02T15:10:00,CASH,REFA70ED195,
F8F5191C,Suresh Mishra,BOI-XXXX-7850,AXIS,Rajesh Nair,SBI-XXXX-8134,ICICI,382457,2025-02-18T16:20:00,IMPS,REFBAA243E7,Invoice
CCB1ED96,Rekha Das,BOI-XXXX-7669,SBI,Shobha Kumar,AXIS-XXXX-4829,SBI,146117,2025-03-26T17:43:00,NEFT,REFA5DCBB5D,Rent
6C168270,Rohit J.,SBI-XXXX-4004,SBI,Sigma Holdings,YES-XXXX-5002,YES,393371,2025-03-23T17:58:00,NEFT,YESEEF5018E,Service payment
DEA0C30E,Anil Patel,BOI-XXXX-7541,SBI,Meena Iyer,AXIS-XXXX-2531,ICICI,249254,2025-03-15T18:34:00,NEFT,REFEE3DB11D,Personal
C82B1977,Anil Mishra,SBI-XXXX-8601,AXIS,Usha Iyer,HDFC-XXXX-1458,ICICI,244642,2025-01-30T17:24:00,NEFT,REFF946CA3C,
B0B6B7F8,Vijay Joshi,PNB-XXXX-8292,ICICI,Rajesh Singh,SBI-XXXX-2353,SBI,261491,2025-03-21T11:01:00,IMPS,REF26BF29DC,
A23319AE,Lata Das,ICICI-XXXX-2549,BOI,Suresh Iyer,AXIS-XXXX-8105,ICICI,304590,2025-01-31T09:20:00,NEFT,REF24B34062,
4A79BF64,Usha Joshi,HDFC-XXXX-9631,ICICI,Rekha Mishra,BOI-XXXX-9248,SBI,33310,2025-02-28T14:45:00,IMPS,REF2866B286,EMI
4ABDBE75,Suresh Tiwari,SBI-XXXX-8192,BOI,Shobha Roy,BOI-XXXX-8126,AXIS,253288,2025-02-15T12:46:00,RTGS,REF51E00345,
DC604348,M. Nambiar,AXIS-XXXX-4002,AXIS,Delta Finance Ltd,YES-XXXX-5001,YES,500000,2025-02-04T14:18:00,RTGS,YES1900CD92,Consulting fees
FA2476E1,Suresh Pandey,ICICI-XXXX-5170,BOI,Anita Patel,SBI-XXXX-5834,AXIS,277011,2025-03-01T11:37:00,NEFT,REFAF649D22,EMI
DA399A2D,Mahesh Iyer,PNB-XXXX-4481,AXIS,Mahesh Iyer,AXIS-XXXX-4977,SBI,208200,2025-01-31T13:48:00,IMPS,REF8AB982D0,EMI
183C76BB,Shobha Joshi,BOI-XXXX-3445,AXIS,Meena Sharma,PNB-XXXX-4438,AXIS,127538,2025-03-22T17:50:00,IMPS,REFABED64B6,EMI
CEDD5652,V. Sinha,AXIS-XXXX-4001,AXIS,M. Nambiar,AXIS-XXXX-4002,AXIS,500000,2025-02-02T17:35:00,RTGS,AXISD5527E3A,Business settlement
E039ED1B,Dinesh Das,HDFC-XXXX-5432,SBI,Anita Kumar,AXIS-XXXX-9316,HDFC,345963,2025-02-28T14:30:00,RTGS,REFAABBD787,Rent
387CAA1C,Rekha Singh,SBI-XXXX-2656,AXIS,Meena Roy,AXIS-XXXX-4627,BOI,232418,2025-02-18T09:49:00,CASH,REF98922AAB,EMI
98060C93,Lata Menon,ICICI-XXXX-2052,AXIS,Suresh Kumar,BOI-XXXX-5146,BOI,219857,2025-02-21T17:52:00,CASH,REF086AF23A,
704EBC4E,Vikram Sinha,AXIS-XXXX-4001,AXIS,M. Nambiar,AXIS-XXXX-4002,AXIS,500000,2025-01-25T17:29:00,RTGS,AXIS15078ADC,Business settlement
09C1A31C,Anil Pandey,SBI-XXXX-1849,HDFC,Meena Tiwari,BOI-XXXX-4874,AXIS,271664,2025-03-20T14:07:00,RTGS,REF83EE4153,Personal
6DDCD3CB,R. Jain,SBI-XXXX-4004,SBI,Sigma Hold.,YES-XXXX-5002,YES,412434,2025-03-29T19:00:00,IMPS,YES87B0E1B5,Service payment
A1869AC5,Sanjay Tiwari,HDFC-XXXX-6670,AXIS,Anil Patel,AXIS-XXXX-1013,HDFC,110070,2025-02-06T12:19:00,NEFT,REF5F02D828,Rent
EB6A9119,Dinesh Nair,ICICI-XXXX-9690,AXIS,Anita Joshi,ICICI-XXXX-4445,BOI,357262,2025-02-03T13:10:00,IMPS,REFC4C7098E,EMI
7003966B,Rohit J.,SBI-XXXX-4004,SBI,Sigma Hold.,YES-XXXX-5002,YES,716813,2025-03-27T16:49:00,IMPS,YESA05ABCE7,Service payment
A557CA84,Usha Nair,BOI-XXXX-9172,AXIS,Shobha Mishra,AXIS-XXXX-7830,HDFC,80678,2025-03-20T10:31:00,CASH,REFE1C49980,EMI
F5163212,Rajesh Das,ICICI-XXXX-1652,SBI,Usha Das,AXIS-XXXX-7014,SBI,471179,2025-04-01T18:23:00,RTGS,REFA5A4908B,EMI
F81CBEE4,Anita Iyer,PNB-XXXX-1478,HDFC,Rekha Iyer,ICICI-XXXX-4610,ICICI,354140,2025-03-16T18:07:00,CASH,REFE76B3037,Rent
95009786,Vijay Joshi,ICICI-XXXX-1105,AXIS,Lata Mishra,HDFC-XXXX-2879,SBI,5018,2025-02-03T17:56:00,NEFT,REF86215052,
E71EBFBA,Rajesh Nair,PNB-XXXX-5495,SBI,Meena Tiwari,BOI-XXXX-5846,ICICI,304411,2025-03-06T08:39:00,RTGS,REF4CA0A3E9,Invoice
D2CCA557,Priya Mishra,BOI-XXXX-3968,HDFC,Usha Roy,PNB-XXXX-3436,HDFC,68156,2025-01-31T14:02:00,RTGS,REF38C1694E,Rent
AAE652BC,Anil Nair,SBI-XXXX-2878,SBI,Dinesh Patel,ICICI-XXXX-3359,HDFC,138984,2025-01-26T10:19:00,NEFT,REF0E14CD62,Rent
ACF9898C,Mahesh Singh,BOI-XXXX-6098,BOI,Anita Tiwari,PNB-XXXX-8718,HDFC,351251,2025-03-12T12:52:00,NEFT,REF77EDB202,
28A78C2C,Mahesh Roy,ICICI-XXXX-8439,BOI,Sanjay Mishra,PNB-XXXX-8084,SBI,215483,2025-03-29T12:00:00,IMPS,REF8697E41D,EMI
2A94199E,Dinesh Iyer,AXIS-XXXX-2979,HDFC,Meena Singh,ICICI-XXXX-6298,HDFC,12861,2025-03-07T18:20:00,NEFT,REFF5D4C5DD,EMI
6E939619,Lata Tiwari,HDFC-XXXX-9245,HDFC,Rajesh Iyer,AXIS-XXXX-8443,BOI,377982,2025-02-17T17:32:00,RTGS,REFFB114CAA,Rent
8CF6DF22,Vijay Nair,PNB-XXXX-8202,ICICI,Anita Das,ICICI-XXXX-6957,ICICI,409944,2025-03-22T15:53:00,CASH,REFD55F3072,Rent
1FA3E23C,Priya Kumar,HDFC-XXXX-3587,ICICI,Mahesh Ghosh,ICICI-XXXX-2093,HDFC,481439,2025-03-19T14:48:00,IMPS,REF12F5EC62,Personal
970EBF7B,Rekha Das,HDFC-XXXX-8549,ICICI,Rekha Sharma,PNB-XXXX-5243,ICICI,321469,2025-01-17T10:07:00,CASH,REFFA84CDD1,EMI
0C40CD3D,Rajesh Mishra,SBI-XXXX-5254,SBI,Anita Kumar,ICICI-XXXX-2229,ICICI,177663,2025-04-03T20:51:00,NEFT,REFA72B02F7,Invoice
2B641D34,Lata Kumar,SBI-XXXX-4464,ICICI,Dinesh Mishra,PNB-XXXX-9326,BOI,378733,2025-02-28T11:24:00,IMPS,REF183E6654,Personal
C72633B4,Mahesh Menon,SBI-XXXX-3600,AXIS,Shobha Menon,ICICI-XXXX-2641,HDFC,483752,2025-03-01T12:10:00,NEFT,REFEF22C9FC,
506A1A4F,Suresh Ghosh,AXIS-XXXX-8835,SBI,Anil Pandey,HDFC-XXXX-3128,HDFC,167401,2025-03-11T19:42:00,NEFT,REF689EB039,Rent
1C653A63,Dinesh Singh,ICICI-XXXX-8932,BOI,Meena Das,AXIS-XXXX-4764,BOI,439016,2025-01-31T16:15:00,NEFT,REF0083F86D,
CC4897ED,Vijay Iyer,BOI-XXXX-4748,ICICI,Mahesh Pandey,SBI-XXXX-6007,AXIS,409005,2025-02-24T09:40:00,NEFT,REF1DC8E309,Personal
05BB052C,Dinesh Ghosh,ICICI-XXXX-1358,HDFC,Sanjay Tiwari,SBI-XXXX-6143,ICICI,479534,2025-03-13T19:56:00,IMPS,REFF7B3EC16,Rent
06C8FB55,Anil Roy,HDFC-XXXX-7800,HDFC,Suresh Roy,PNB-XXXX-8079,AXIS,206675,2025-02-07T19:36:00,NEFT,REF3F97D7C5,EMI
620C9467,Rajesh Ghosh,AXIS-XXXX-1846,ICICI,Anita Nair,ICICI-XXXX-5596,ICICI,378075,2025-03-09T11:20:00,NEFT,REF6CA9B1F2,Rent
7E073C52,Rekha Kumar,BOI-XXXX-2887,HDFC,Vijay Das,HDFC-XXXX-6896,SBI,20563,2025-02-09T11:18:00,IMPS,REFD9128783,Rent
09CC7D25,Rajesh Patel,BOI-XXXX-5169,SBI,Meena Roy,SBI-XXXX-9781,SBI,276578,2025-03-21T20:09:00,IMPS,REFDEC6DAD3,Invoice
E8304D62,Lata Singh,SBI-XXXX-4909,ICICI,Lata Joshi,PNB-XXXX-7911,AXIS,381590,2025-01-20T13:41:00,NEFT,REF30DF5806,EMI
17C14793,Shobha Mishra,AXIS-XXXX-7106,BOI,Priya Singh,AXIS-XXXX-4671,BOI,18050,2025-03-06T20:14:00,NEFT,REF9F039AB1,Invoice
C5F070F6,Anita Pandey,BOI-XXXX-3991,AXIS,Usha Ghosh,HDFC-XXXX-3321,HDFC,411801,2025-01-17T11:46:00,CASH,REF2E225DB6,Invoice
2D1ABAD9,Anil Patel,ICICI-XXXX-2506,BOI,Anil Patel,PNB-XXXX-4471,AXIS,329557,2025-01-22T11:25:00,IMPS,REF6C91962F,
33C91BCA,Anil Mishra,SBI-XXXX-3288,BOI,Vijay Iyer,HDFC-XXXX-9270,ICICI,468434,2025-02-27T18:16:00,CASH,REF2569F080,EMI
16071F2E,Sanjay Ghosh,PNB-XXXX-3057,ICICI,Lata Iyer,AXIS-XXXX-2374,BOI,111670,2025-02-02T13:34:00,IMPS,REF610D0C32,Rent
28472838,Sanjay Iyer,PNB-XXXX-2310,HDFC,Rajesh Menon,PNB-XXXX-5224,HDFC,274953,2025-04-03T19:55:00,NEFT,REFB336E4F0,EMI
5AA7D412,Anil Mishra,ICICI-XXXX-2113,HDFC,Vijay Singh,BOI-XXXX-4955,BOI,493536,2025-04-03T16:19:00,NEFT,REF3A956A0F,
2ED8AD83,Anil Sharma,HDFC-XXXX-2812,BOI,Vijay Patel,HDFC-XXXX-7571,BOI,219180,2025-03-01T20:13:00,NEFT,REFD78CF2D1,
3C54D858,Anand K.,HDFC-XXXX-4003,HDFC,R. Jain,SBI-XXXX-4004,SBI,500000,2025-04-01T10:00:00,NEFT,SBIEE253A4F,Settlement
4224CE4D,Sanjay Sharma,BOI-XXXX-6388,BOI,Shobha Das,AXIS-XXXX-1640,SBI,155948,2025-03-14T13:44:00,CASH,REFF13E67E3,Invoice
4865B0CB,Dinesh Menon,SBI-XXXX-6365,ICICI,Meena Joshi,HDFC-XXXX-4304,ICICI,90610,2025-03-10T12:14:00,IMPS,REF6398DCA1,Invoice
24BA39AB,Lata Singh,BOI-XXXX-5578,HDFC,Rekha Das,BOI-XXXX-8785,BOI,221597,2025-02-08T08:40:00,RTGS,REFF044D102,Personal
F49319BA,Meena Mishra,SBI-XXXX-9721,HDFC,Shobha Mishra,SBI-XXXX-9566,SBI,209796,2025-02-23T15:03:00,IMPS,REFBCED7830,Personal
8F166F5E,Usha Tiwari,PNB-XXXX-9898,ICICI,Rajesh Tiwari,ICICI-XXXX-5617,ICICI,415584,2025-03-07T14:52:00,IMPS,REF2B9DAF19,Personal
53972F01,Meena Pandey,HDFC-XXXX-8152,SBI,Priya Sharma,HDFC-XXXX-7131,SBI,255265,2025-02-04T13:06:00,NEFT,REF97244FFE,
3B06CCD3,Priya Menon,BOI-XXXX-8935,SBI,Vijay Joshi,BOI-XXXX-1339,HDFC,220125,2025-02-12T18:09:00,RTGS,REFE168404B,EMI
5272F3FD,Usha Ghosh,ICICI-XXXX-9694,SBI,Lata Pandey,HDFC-XXXX-3721,ICICI,377951,2025-02-02T14:35:00,NEFT,REFE59CE47E,EMI
AD5BB773,Suresh Tiwari,HDFC-XXXX-9270,AXIS,Sanjay Das,PNB-XXXX-8357,HDFC,459214,2025-02-25T09:51:00,IMPS,REFE3574487,
457B38D0,Sanjay Patel,SBI-XXXX-8240,SBI,Vijay Roy,PNB-XXXX-8075,SBI,58386,2025-01-22T16:03:00,RTGS,REF32704D17,EMI
30446ADB,Anita Sharma,HDFC-XXXX-6337,BOI,Rekha Pandey,PNB-XXXX-7815,SBI,341533,2025-03-10T12:09:00,NEFT,REF390E7BEE,Invoice
64577D6D,Sanjay Ghosh,AXIS-XXXX-9254,BOI,Vijay Nair,HDFC-XXXX-5855,ICICI,294486,2025-01-30T10:14:00,NEFT,REF24B31AF1,
59C1B6A0,Rajesh Ghosh,ICICI-XXXX-5286,ICICI,Anil Iyer,AXIS-XXXX-7966,AXIS,141681,2025-01-21T12:31:00,CASH,REFD640B5F9,Rent
16452403,V. Sinha,AXIS-XXXX-4001,AXIS,M. Nambiar,AXIS-XXXX-4002,AXIS,500000,2025-02-23T12:46:00,RTGS,AXIS712D1E69,Business settlement
